Order_ID,Order_Date,Ship_Date,Delivery_Date,Order_Month,Order_Quarter,Order_Year,Is_Weekend,Is_Holiday,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Customer_City,Customer_State,Customer_Region,Customer_Rating,Days_Since_Last_Order,Product_Category,Product_Subcategory,Product_Name,Product_SKU,Supplier,Sales_Channel,Payment_Method,Shipping_Method,Quantity,Unit_Price,Unit_Cost,Gross_Sales,Discount_Percent,Discount_Amount,Tax_Amount,Shipping_Cost,Net_Sales,Profit,Profit_Margin_Percent,Marketing_Campaign,Ad_Spend,Ad_Clicks,Returned,Return_Reason,Customer_Satisfaction,Delivery_Days,Review_Score
ORD100166,2025-10-26,2025-10-30,2025-11-09,2025-10,Q4 2025,2025,True,False,CUST77045,Rodney Watson,19,Male,Corporate,New Brendaland,Alaska,East,5.0,191,Clothing,Shoes,Cloned dedicated project,SKU-7215-HCDD,Glass Group,Online,Net Banking,Standard,1,111.26,72.02,111.26,10,11.13,18.02,28.07,118.15,28.11,25.27,New Year,34.22,15,False,,3,14,3
ORD100167,2024-09-10,2024-09-16,2024-09-21,2024-09,Q3 2024,2024,False,False,CUST77802,Jennifer Johnson,29,Other,New,Thompsonborough,Idaho,East,4.1,0,Home & Garden,Decor,Grass-roots even-keeled knowledge user,SKU-2099-NPPS,Jenkins-Pierce,Phone,PayPal,Standard,1,122.68,75.24,122.68,0,0.0,22.08,44.98,144.76,47.44,38.67,Clearance,33.03,4,False,,5,11,1
ORD100168,2026-02-24,2026-02-28,2026-03-01,2026-02,Q1 2026,2026,False,False,CUST84978,Douglas Taylor,42,Other,Returning,Lake Nicole,North Dakota,East,4.3,175,Toys,Dolls,Fully-configurable responsive website,SKU-8065-EIYF,Durham-Shaw,Phone,UPI,Overnight,4,35.66,18.74,142.64,0,0.0,25.68,36.33,168.32,67.68,47.45,Clearance,45.33,11,False,,5,5,3
ORD100169,2025-03-26,2025-03-28,2025-04-02,2025-03,Q1 2025,2025,False,False,CUST83273,Christopher Flores,43,Female,Returning,North Paula,Wyoming,Central,4.1,93,Food,Beverages,Grass-roots analyzing workforce,SKU-7859-OKGP,"Allen, Ferguson and Moody",Mobile App,Net Banking,Express,1,12.93,5.55,12.93,0,0.0,2.33,47.35,15.26,7.38,57.08,Black Friday,17.76,9,False,,1,7,3
ORD100170,2026-03-10,2026-03-14,2026-03-15,2026-03,Q1 2026,2026,False,False,CUST86490,Pamela Gould,29,Other,Returning,Kellyburgh,Idaho,Central,3.3,317,Home & Garden,Decor,Front-line optimizing functionalities,SKU-5905-KKJK,Copeland Group,Mobile App,Credit Card,Standard,1,130.57,85.57,130.57,0,0.0,23.5,3.56,154.07,45.0,34.46,Summer Sale,43.37,12,False,,5,5,3
ORD100171,2025-10-26,2025-10-30,2025-11-09,2025-10,Q4 2025,2025,True,False,CUST69974,Casey Johnson,59,Female,Returning,East Carolyntown,North Dakota,South,1.6,92,Sports,Fitness,Polarized 24hour groupware,SKU-9325-TLZU,Johnson PLC,Online,Credit Card,Standard,1,61.98,28.52,61.98,15,9.3,9.48,38.95,62.16,24.16,38.98,New Year,31.72,0,False,,2,14,3
ORD100172,2026-02-07,2026-02-14,2026-02-16,2026-02,Q1 2026,2026,True,False,CUST66847,Brenda Rodriguez,18,Other,New,Susanstad,Virginia,Central,3.5,0,Clothing,Women,Switchable hybrid parallelism,SKU-1545-IKUB,"Yu, Banks and Thompson",Online,PayPal,Overnight,1,121.74,66.58,121.74,5,6.09,20.82,20.17,136.47,49.07,40.31,Summer Sale,1.89,6,False,,4,9,3
ORD100173,2024-12-14,2024-12-20,2024-12-24,2024-12,Q4 2024,2024,True,False,CUST55134,Melissa Mcfarland,47,Female,New,Jeffreyshire,Idaho,Central,2.2,0,Electronics,Cameras,Multi-tiered fault-tolerant superstructure,SKU-4220-SKZX,"Johnson, Guzman and Mccall",Mobile App,Credit Card,Pickup,1,440.58,265.68,440.58,0,0.0,79.3,5.14,519.88,174.9,39.7,Black Friday,3.26,1,False,,3,10,3
ORD100174,2024-10-28,2024-11-03,2024-11-06,2024-10,Q4 2024,2024,False,False,CUST74248,Connie Cunningham,35,Male,Returning,Taylorland,Kansas,Central,2.4,96,Sports,Equipment,Monitored foreground concept,SKU-1570-QNPS,Bell Inc,Online,Credit Card,Express,2,123.86,65.66,247.72,10,24.77,40.13,8.24,263.08,91.63,36.99,Summer Sale,11.42,4,False,,4,9,1
ORD100175,2025-06-11,2025-06-18,2025-06-19,2025-06,Q2 2025,2025,False,False,CUST93928,Amber Kim,38,Male,Returning,Costachester,New York,South,2.0,273,Books,Comics,Multi-tiered grid-enabled moratorium,SKU-6179-PWRO,Hayes Inc,Online,Debit Card,Standard,1,18.66,11.44,18.66,0,0.0,3.36,31.16,22.02,7.22,38.69,Summer Sale,32.68,0,False,,1,8,1
ORD100176,2024-11-06,2024-11-12,2024-11-15,2024-11,Q4 2024,2024,False,False,CUST99881,Fernando Lynn,54,Female,Returning,West Georgefurt,Hawaii,West,3.5,154,Sports,Apparel,Upgradable asynchronous neural-net,SKU-1599-ETBB,"Martin, Preston and Moore",Retail Store,Credit Card,Same Day,3,59.78,28.44,179.34,0,0.0,32.28,21.04,211.62,94.02,52.43,New Year,31.14,4,False,,5,9,1
ORD100177,2025-11-28,2025-12-02,2025-12-06,2025-11,Q4 2025,2025,False,False,CUST44471,Daniel Lee,49,Other,Returning,Donnaport,Kansas,North,4.3,103,Books,Comics,Cross-platform actuating infrastructure,SKU-9872-DXAB,Phillips Ltd,Online,UPI,Overnight,2,26.64,16.93,53.28,20,10.66,7.67,17.9,50.29,8.76,16.44,Summer Sale,27.41,6,False,,2,8,4
ORD100178,2025-11-19,2025-11-20,2025-11-30,2025-11,Q4 2025,2025,False,False,CUST29548,Karen Davis,53,Female,Wholesale,East Danielle,Colorado,North,4.8,261,Home & Garden,Kitchen,Phased bifurcated function,SKU-6774-FPIY,Watson Group,Online,Debit Card,Express,1,63.06,26.91,63.06,20,12.61,9.08,3.75,59.53,23.54,37.33,Black Friday,22.84,9,False,,3,11,4
ORD100179,2024-05-25,2024-05-28,2024-06-03,2024-05,Q2 2024,2024,True,False,CUST25191,Jeremy Baker,40,Other,VIP,Bakerview,Oregon,South,1.4,23,Electronics,Phones,Centralized coherent system engine,SKU-1158-AWLO,"Brown, Hughes and Mills",Retail Store,Credit Card,Standard,1,1124.14,737.07,1124.14,0,0.0,202.35,0.0,1326.49,387.07,34.43,Black Friday,16.43,14,True,Wrong Item,3,9,3
ORD100180,2026-01-28,2026-02-01,2026-02-08,2026-01,Q1 2026,2026,False,False,CUST45629,Melissa Mayer,44,Male,New,South Kent,Montana,East,4.3,0,Toys,Educational,Universal 5thgeneration middleware,SKU-9899-JHWC,Rush and Sons,Phone,PayPal,Standard,5,74.55,33.91,372.75,0,0.0,67.1,34.5,439.85,203.2,54.51,Black Friday,5.65,1,False,,4,11,1
ORD100181,2025-04-21,2025-04-23,2025-05-03,2025-04,Q2 2025,2025,False,False,CUST57002,Rhonda Martinez,31,Female,VIP,Millerchester,Illinois,West,3.4,350,Sports,Equipment,Self-enabling client-server policy,SKU-4511-YJZJ,Gates-Stone,Retail Store,Net Banking,Express,1,168.36,101.61,168.36,30,50.51,21.21,44.0,139.06,16.24,9.65,Clearance,46.02,3,False,,2,12,4
ORD100182,2025-10-07,2025-10-14,2025-10-23,2025-10,Q4 2025,2025,False,False,CUST85582,Alexandria Graves,34,Other,Returning,Rodriguezberg,Georgia,East,3.9,114,Electronics,Phones,Re-contextualized optimizing paradigm,SKU-1191-YSIW,Baker-Pena,Online,Cash,Express,1,904.97,365.34,904.97,0,0.0,162.89,0.0,1067.86,539.63,59.63,None,0.0,0,False,,3,16,5
ORD100183,2024-06-13,2024-06-19,2024-06-26,2024-06,Q2 2024,2024,False,False,CUST83183,Kara Jackson,18,Male,Returning,Thomasfurt,Arizona,South,4.6,313,Electronics,Audio,Object-based full-range solution,SKU-3074-XBVY,Collins-Cameron,Mobile App,Net Banking,Standard,1,731.93,438.51,731.93,0,0.0,131.75,0.0,863.68,293.42,40.09,Clearance,42.59,5,True,Wrong Item,3,13,4
ORD100184,2024-09-16,2024-09-18,2024-09-27,2024-09,Q3 2024,2024,False,False,CUST62858,Melinda Compton,50,Female,Returning,East Kevin,West Virginia,East,4.3,40,Home & Garden,Kitchen,Organic zero-defect Graphic Interface,SKU-4691-MCNA,"Washington, Black and Brooks",Phone,Net Banking,Standard,1,292.83,121.56,292.83,10,29.28,47.44,22.95,310.99,141.99,48.49,Summer Sale,42.83,14,False,,4,11,1
ORD100185,2025-05-31,2025-06-05,2025-06-06,2025-05,Q2 2025,2025,True,False,CUST89194,Rick Jones,37,Male,Returning,Taylorhaven,Oregon,North,4.9,326,Sports,Fitness,Assimilated context-sensitive core,SKU-3030-DDXT,Hill Group,Online,PayPal,Express,4,104.55,42.94,418.2,0,0.0,75.28,15.23,493.48,246.44,58.93,Clearance,47.52,11,False,,2,6,2
ORD100186,2025-04-04,2025-04-08,2025-04-14,2025-04,Q2 2025,2025,False,False,CUST24945,Madison Martinez,31,Other,New,East Nathanmouth,Idaho,East,1.4,0,Food,Frozen,Phased optimizing neural-net,SKU-5524-VSFS,Hughes and Sons,Mobile App,Net Banking,Standard,2,24.3,14.24,48.6,20,9.72,7.0,32.95,45.88,10.4,21.4,New Year,27.38,11,True,Not Needed,3,10,1
ORD100187,2025-01-25,2025-01-31,2025-02-07,2025-01,Q1 2025,2025,True,False,CUST90065,Penny Lewis,29,Female,Returning,Lake Jeffrey,Indiana,West,1.8,61,Electronics,Laptops,Future-proofed solution-oriented installation,SKU-8007-IPLM,Walker PLC,Phone,Debit Card,Express,1,390.45,240.15,390.45,20,78.09,56.22,46.51,368.58,72.21,18.49,Black Friday,35.84,3,False,,4,13,1
ORD100188,2024-07-23,2024-07-29,2024-08-08,2024-07,Q3 2024,2024,False,False,CUST27647,Elizabeth Rasmussen,22,Other,Returning,Rodneyfurt,Minnesota,North,4.9,2,Toys,Puzzles,Persevering eco-centric data-warehouse,SKU-7489-ZLGA,"Key, Levy and Franco",Online,UPI,Standard,1,71.55,38.29,71.55,0,0.0,12.88,26.52,84.43,33.26,46.48,Clearance,46.22,5,True,Late Delivery,3,16,5
ORD100189,2025-01-26,2025-01-29,2025-02-07,2025-01,Q1 2025,2025,True,False,CUST64875,Linda Campbell,51,Male,Returning,South Calebview,South Dakota,North,4.9,354,Clothing,Women,Inverse even-keeled firmware,SKU-4328-WPDZ,"Powell, Flores and Taylor",Partner,Credit Card,Express,1,76.49,44.38,76.49,0,0.0,13.77,38.12,90.26,32.11,41.98,New Year,22.64,4,False,,3,12,4
ORD100190,2025-12-26,2025-12-29,2026-01-07,2025-12,Q4 2025,2025,False,False,CUST36330,Jonathan Phillips,56,Female,Wholesale,Sullivanton,Pennsylvania,East,1.8,365,Books,Comics,Triple-buffered object-oriented core,SKU-5387-QWGT,Pittman PLC,Online,Credit Card,Standard,1,54.65,30.84,54.65,0,0.0,9.84,14.53,64.49,23.81,43.57,Black Friday,25.19,20,False,,2,12,1
ORD100191,2024-08-13,2024-08-19,2024-08-26,2024-08,Q3 2024,2024,False,False,CUST79979,Brent Anderson,48,Male,VIP,Jessicaside,Wisconsin,Central,2.1,216,Food,Organic,Enterprise-wide systemic groupware,SKU-1353-VTAY,Watson-Richards,Online,UPI,Overnight,2,21.91,12.51,43.82,5,2.19,7.49,40.42,49.12,16.61,37.91,Clearance,7.27,1,False,,1,13,3
ORD100192,2024-08-20,2024-08-21,2024-08-26,2024-08,Q3 2024,2024,False,False,CUST80932,Bruce Brown,37,Female,Wholesale,South Pamelahaven,Delaware,East,1.1,231,Food,Beverages,Synergized homogeneous moderator,SKU-4602-IMVA,"Orozco, Hatfield and Thomas",Retail Store,Debit Card,Same Day,1,28.0,12.43,28.0,0,0.0,5.04,5.12,33.04,15.57,55.61,Black Friday,37.12,17,False,,5,6,2
ORD100193,2025-10-04,2025-10-11,2025-10-17,2025-10,Q4 2025,2025,True,False,CUST17051,Catherine Miller,37,Female,New,Crystalburgh,Massachusetts,North,1.1,0,Books,Academic,Sharable analyzing ability,SKU-7432-KWKF,Anderson Group,Online,Credit Card,Express,1,58.82,30.37,58.82,20,11.76,8.47,12.57,55.53,16.69,28.37,Black Friday,45.57,20,False,,4,13,5
ORD100194,2024-08-03,2024-08-06,2024-08-14,2024-08,Q3 2024,2024,True,False,CUST99477,Jennifer Sanford,48,Other,New,Smithside,Illinois,South,1.3,0,Books,Comics,Upgradable holistic access,SKU-5830-RAOU,Perez LLC,Online,Debit Card,Express,5,51.31,35.37,256.55,30,76.96,32.33,48.12,211.92,2.74,1.07,Clearance,2.03,8,False,,1,11,3
ORD100195,2025-11-21,2025-11-25,2025-11-28,2025-11,Q4 2025,2025,False,True,CUST52287,Brian Gordon,42,Other,Returning,Garyton,Maryland,Central,3.4,320,Clothing,Women,Implemented logistical superstructure,SKU-8985-BRIV,Howard-Lopez,Retail Store,Credit Card,Express,1,131.52,52.83,131.52,0,0.0,23.67,30.78,155.19,78.69,59.83,None,0.0,0,False,,4,7,3
ORD100196,2024-09-30,2024-10-01,2024-10-10,2024-09,Q3 2024,2024,False,False,CUST81182,Tamara Powell,30,Male,Returning,East Jessica,Florida,Central,3.1,47,Electronics,Cameras,Extended upward-trending adapter,SKU-9821-XTPY,Brooks Ltd,Online,Cash,Standard,4,469.96,213.91,1879.84,0,0.0,338.37,0.0,2218.21,1024.2,54.48,New Year,16.55,9,False,,2,10,5
ORD100197,2024-10-03,2024-10-04,2024-10-06,2024-10,Q4 2024,2024,False,False,CUST68414,Joseph Williams,60,Female,Wholesale,Lake Danieltown,Arkansas,Central,2.0,328,Books,Children,Team-oriented bifurcated instruction set,SKU-7618-QESJ,Neal Ltd,Retail Store,Debit Card,Express,4,53.68,37.27,214.72,10,21.47,34.78,30.69,228.03,44.17,20.57,New Year,19.07,3,False,,1,3,3
ORD100198,2026-03-31,2026-04-03,2026-04-12,2026-03,Q1 2026,2026,False,False,CUST68400,Jason Garcia,51,Other,Returning,Cindyberg,Nebraska,North,2.9,151,Books,Academic,Customer-focused multimedia success,SKU-9141-YGFM,"Gonzalez, Baker and Mills",Phone,Credit Card,Express,1,58.07,37.55,58.07,20,11.61,8.36,44.91,54.82,8.91,15.34,Summer Sale,47.41,5,False,,5,12,5
ORD100199,2025-09-23,2025-09-30,2025-10-07,2025-09,Q3 2025,2025,False,False,CUST36945,Michael Phillips,52,Male,Returning,New Tylerborough,Vermont,South,3.2,359,Electronics,Phones,Polarized full-range encoding,SKU-0011-KQFJ,Chan Inc,Online,Net Banking,Standard,1,920.34,581.72,920.34,10,92.03,149.1,0.0,977.41,246.59,26.79,Summer Sale,37.34,4,False,,4,14,4
ORD100200,2025-12-08,2025-12-15,2025-12-20,2025-12,Q4 2025,2025,False,False,CUST85361,Ashley Scott,57,Other,Returning,South Vanessa,Maine,North,4.3,132,Toys,Board Games,Fundamental maximized application,SKU-1204-XZRU,Rodgers-Davis,Partner,Cash,Standard,3,23.63,9.84,70.89,15,10.63,10.85,20.38,71.11,30.74,43.36,Clearance,15.82,12,False,,4,12,1
ORD100201,2024-11-10,2024-11-11,2024-11-13,2024-11,Q4 2024,2024,True,False,CUST75907,Amber Christian,43,Female,Returning,West Michael,New Hampshire,Central,1.4,351,Books,Fiction,Secured encompassing superstructure,SKU-1552-HZZD,Houston-Vaughn,Online,UPI,Standard,3,15.66,9.77,46.98,15,7.05,7.19,15.07,47.12,10.62,22.61,Clearance,19.76,0,False,,4,3,2
ORD100202,2025-02-20,2025-02-27,2025-03-08,2025-02,Q1 2025,2025,False,False,CUST93105,Javier Mercado,24,Male,New,North David,Washington,South,1.6,0,Books,Non-Fiction,Centralized cohesive benchmark,SKU-6979-RCLN,Maxwell-Carr,Mobile App,Debit Card,Express,1,49.84,31.85,49.84,0,0.0,8.97,33.86,58.81,17.99,36.1,Summer Sale,27.68,17,False,,3,16,1
ORD100203,2025-11-16,2025-11-17,2025-11-22,2025-11,Q4 2025,2025,True,False,CUST55069,Sheryl Acosta,20,Female,Returning,South Samantha,Delaware,Central,1.8,330,Electronics,Phones,Open-source leadingedge analyzer,SKU-1450-TRHX,"Ray, Cunningham and Levine",Online,Credit Card,Standard,1,846.65,475.09,846.65,0,0.0,152.4,0.0,999.05,371.56,43.89,Black Friday,9.2,19,False,,2,6,2
ORD100204,2026-02-05,2026-02-10,2026-02-18,2026-02,Q1 2026,2026,False,False,CUST19587,Gina Mills,49,Female,Returning,South Dorothybury,New Mexico,Central,2.2,34,Electronics,Laptops,Monitored stable service-desk,SKU-6289-DAPK,"Allison, Christian and Booth",Retail Store,Debit Card,Standard,2,1102.25,722.43,2204.5,5,110.22,376.97,0.0,2471.25,649.42,29.46,None,0.0,0,False,,2,13,3
ORD100205,2025-08-01,2025-08-03,2025-08-09,2025-08,Q3 2025,2025,False,False,CUST53036,John Allen,34,Male,Returning,Brentbury,Oklahoma,South,3.5,156,Home & Garden,Kitchen,Stand-alone homogeneous initiative,SKU-3177-ZKCF,West-Wilson,Online,PayPal,Express,1,84.01,49.22,84.01,0,0.0,15.12,34.67,99.13,34.79,41.41,New Year,40.38,13,False,,5,8,1
ORD100206,2024-12-27,2024-12-30,2025-01-05,2024-12,Q4 2024,2024,False,False,CUST53458,Matthew Garcia MD,47,Other,VIP,Port Christopherport,North Carolina,South,4.5,236,Home & Garden,Kitchen,Realigned demand-driven projection,SKU-7550-ODVJ,"Greene, Moran and Cox",Retail Store,Credit Card,Same Day,3,230.93,136.77,692.79,10,69.28,112.23,0.0,735.74,213.2,30.77,Clearance,27.58,5,False,,3,9,5
ORD100207,2025-11-28,2025-12-04,2025-12-06,2025-11,Q4 2025,2025,False,False,CUST12441,Brent Hopkins,41,Male,Corporate,West Michaelport,Oklahoma,South,4.4,323,Electronics,Cameras,Programmable holistic standardization,SKU-1027-ITVU,Rodriguez-Carr,Online,Debit Card,Standard,1,1141.3,523.78,1141.3,0,0.0,205.43,0.0,1346.73,617.52,54.11,Clearance,38.46,6,True,,3,8,5
ORD100208,2026-05-01,2026-05-04,2026-05-11,2026-05,Q2 2026,2026,False,False,CUST87280,Timothy Long,49,Male,Returning,Summersborough,Virginia,Central,3.9,148,Home & Garden,Outdoor,Mandatory bi-directional system engine,SKU-6091-XCDQ,"Blanchard, Taylor and Porter",Online,UPI,Standard,3,173.3,109.62,519.9,5,26.0,88.9,0.0,582.8,165.04,31.74,None,0.0,0,False,,5,10,4
ORD100209,2024-12-16,2024-12-23,2025-01-02,2024-12,Q4 2024,2024,False,False,CUST77388,Amber Mcconnell,19,Female,New,Glassburgh,Vermont,North,1.6,0,Home & Garden,Outdoor,Reduced context-sensitive superstructure,SKU-2169-MUGY,Petty-Moon,Online,Credit Card,Express,1,219.04,143.34,219.04,10,21.9,35.49,7.96,232.63,53.8,24.56,Black Friday,36.8,15,False,,5,17,1
ORD100210,2026-05-25,2026-05-26,2026-05-30,2026-05,Q2 2026,2026,False,False,CUST57349,Denise Stuart,37,Other,New,Shawnberg,Florida,South,2.6,0,Clothing,Shoes,Open-source real-time standardization,SKU-8485-TVJO,Harris PLC,Mobile App,UPI,Express,1,37.54,19.18,37.54,0,0.0,6.76,45.9,44.3,18.36,48.91,New Year,5.16,16,False,,1,5,3
ORD100211,2025-04-09,2025-04-15,2025-04-22,2025-04,Q2 2025,2025,False,False,CUST95634,Melissa Morse,44,Female,Returning,Lake Debra,Idaho,Central,4.6,39,Food,Organic,Profit-focused needs-based solution,SKU-5158-ELKQ,"Butler, Adkins and Skinner",Online,UPI,Overnight,4,23.83,10.77,95.32,10,9.53,15.44,25.83,101.23,42.71,44.81,None,0.0,0,False,,2,13,3
ORD100212,2025-07-07,2025-07-08,2025-07-17,2025-07,Q3 2025,2025,False,False,CUST67658,Ryan Stokes,23,Other,New,North Oscarton,Texas,West,1.7,0,Food,Organic,Centralized dedicated flexibility,SKU-2442-DSYS,Molina Inc,Online,UPI,Standard,2,31.28,20.84,62.56,5,3.13,10.7,3.85,70.13,17.75,28.37,Black Friday,9.35,11,False,,2,10,1
ORD100213,2026-04-12,2026-04-16,2026-04-24,2026-04,Q2 2026,2026,True,False,CUST87436,Jesse Jensen,29,Male,Returning,Lake Deborah,Missouri,West,1.6,210,Toys,Action Figures,Front-line multimedia toolset,SKU-4066-AYRU,"Brown, Manning and Harris",Mobile App,PayPal,Standard,2,74.28,45.76,148.56,0,0.0,26.74,1.12,175.3,57.04,38.4,Black Friday,6.74,16,True,,3,12,5
ORD100214,2026-03-21,2026-03-25,2026-04-04,2026-03,Q1 2026,2026,True,False,CUST93574,Shannon Ramos,35,Female,New,Lake Janet,Tennessee,South,1.1,0,Clothing,Men,Multi-layered web-enabled parallelism,SKU-8933-SCLR,Lopez and Sons,Retail Store,Credit Card,Express,2,60.99,27.69,121.98,20,24.4,17.56,35.98,115.14,42.2,34.6,Summer Sale,10.83,19,False,,3,14,4
ORD100215,2025-06-11,2025-06-18,2025-06-21,2025-06,Q2 2025,2025,False,False,CUST76952,Barbara Williams,36,Male,Returning,Angelaberg,Hawaii,West,2.1,351,Clothing,Women,Reduced eco-centric ability,SKU-5720-JUMD,"Gilbert, Stanley and Henry",Retail Store,PayPal,Standard,1,102.1,65.18,102.1,0,0.0,18.38,17.13,120.48,36.92,36.16,Summer Sale,11.49,12,False,,5,10,1
ORD100216,2025-08-16,2025-08-20,2025-08-23,2025-08,Q3 2025,2025,True,False,CUST33255,Heather Bowers,58,Other,New,Aliciaburgh,North Dakota,Central,2.9,0,Electronics,Laptops,Cloned zero tolerance middleware,SKU-2688-ZFWO,Alvarado LLC,Partner,PayPal,Pickup,2,1109.59,611.73,2219.18,5,110.96,379.48,0.0,2487.7,884.76,39.87,None,0.0,0,False,,1,7,1
ORD100217,2025-11-05,2025-11-06,2025-11-13,2025-11,Q4 2025,2025,False,False,CUST58546,Daniel Goodwin,31,Female,New,Barajastown,Delaware,South,4.5,0,Electronics,Audio,Synchronized grid-enabled knowledge user,SKU-3993-CRUY,Cruz PLC,Online,Credit Card,Standard,2,1151.98,647.17,2303.96,5,115.2,393.98,0.0,2582.74,894.42,38.82,Black Friday,46.92,15,False,,4,8,3
ORD100218,2025-08-30,2025-09-06,2025-09-10,2025-08,Q3 2025,2025,True,False,CUST20986,Allison Black,30,Other,Wholesale,Williehaven,New Hampshire,North,2.1,278,Books,Comics,Pre-emptive 6thgeneration frame,SKU-3581-GKXI,"Smith, Jones and Santiago",Online,Credit Card,Express,1,33.77,16.09,33.77,0,0.0,6.08,20.43,39.85,17.68,52.35,None,0.0,0,False,,1,11,1
ORD100219,2024-09-25,2024-09-28,2024-10-05,2024-09,Q3 2024,2024,False,False,CUST30287,Sharon Coleman,23,Female,Wholesale,East Amandachester,Tennessee,West,2.7,299,Books,Fiction,Compatible value-added software,SKU-2075-CFED,Bauer PLC,Online,Cash,Express,1,45.23,27.42,45.23,5,2.26,7.73,12.68,50.7,15.55,34.38,None,0.0,0,False,,4,10,5
ORD100220,2025-02-02,2025-02-06,2025-02-09,2025-02,Q1 2025,2025,True,False,CUST82733,Roberto Bartlett,58,Other,Returning,Hughesfurt,Nevada,South,2.9,157,Home & Garden,Tools,Intuitive 3rdgeneration info-mediaries,SKU-1809-EWVL,Haynes Inc,Retail Store,Debit Card,Standard,1,159.17,101.09,159.17,10,15.92,25.78,28.88,169.03,42.16,26.49,Black Friday,42.75,3,False,,4,7,2
ORD100221,2025-01-10,2025-01-13,2025-01-22,2025-01,Q1 2025,2025,False,False,CUST99727,Jonathan Roberts,43,Female,Corporate,Catherineport,Wisconsin,North,3.8,82,Sports,Team Sports,Organic homogeneous infrastructure,SKU-0728-OIVZ,"Phillips, Walters and Evans",Retail Store,Credit Card,Express,1,74.31,38.65,74.31,10,7.43,12.04,19.46,78.92,28.23,37.99,Black Friday,23.58,19,False,,1,12,1
ORD100222,2024-07-29,2024-08-04,2024-08-11,2024-07,Q3 2024,2024,False,False,CUST62513,Traci Camacho,51,Other,Returning,Susantown,Oklahoma,South,3.5,266,Electronics,Cameras,Realigned client-server capability,SKU-0099-ZIJF,Clark-Figueroa,Online,Net Banking,Standard,2,620.84,361.77,1241.68,0,0.0,223.5,0.0,1465.18,518.14,41.73,Summer Sale,47.29,5,False,,5,13,4
ORD100223,2025-05-06,2025-05-11,2025-05-16,2025-05,Q2 2025,2025,False,False,CUST88579,Christine Whitehead,45,Male,New,East Jack,South Carolina,South,3.0,0,Sports,Fitness,Function-based content-based budgetary management,SKU-2908-DPJE,Powers-King,Online,Debit Card,Overnight,5,176.09,119.61,880.45,20,176.09,126.78,0.0,831.14,106.31,12.07,Black Friday,33.7,11,False,,5,10,1
ORD100224,2024-06-15,2024-06-19,2024-06-26,2024-06,Q2 2024,2024,True,False,CUST77861,Kevin Lynn,39,Other,Returning,Davidbury,Connecticut,East,1.1,360,Clothing,Men,Horizontal regional architecture,SKU-3577-VNQT,"Silva, Cunningham and Diaz",Retail Store,UPI,Express,1,123.56,62.51,123.56,15,18.53,18.91,3.43,123.94,42.52,34.41,None,0.0,0,False,,3,11,3
ORD100225,2026-01-17,2026-01-21,2026-01-31,2026-01,Q1 2026,2026,True,True,CUST32942,Jeffrey Smith,36,Other,Returning,Port Jeffrey,West Virginia,South,2.6,54,Home & Garden,Decor,Stand-alone intermediate focus group,SKU-5257-DCWX,Tucker-Rodriguez,Online,Credit Card,Same Day,1,205.53,94.21,205.53,0,0.0,37.0,27.93,242.53,111.32,54.16,Summer Sale,40.15,8,False,,3,14,5
ORD100226,2025-12-13,2025-12-20,2025-12-26,2025-12,Q4 2025,2025,True,False,CUST70142,Angela Ramirez,42,Other,Returning,New James,Washington,West,3.7,300,Home & Garden,Tools,Self-enabling asynchronous superstructure,SKU-1080-LLZX,"Lewis, Johnson and Green",Retail Store,Net Banking,Standard,1,195.16,123.14,195.16,5,9.76,33.37,43.1,218.77,62.26,31.9,Summer Sale,19.13,7,False,,3,13,2
ORD100227,2025-01-15,2025-01-16,2025-01-21,2025-01,Q1 2025,2025,False,False,CUST22190,Kimberly Valdez,67,Female,Wholesale,West Philip,Wyoming,West,2.6,175,Food,Organic,Reverse-engineered upward-trending frame,SKU-2788-FZXG,Bates PLC,Partner,Credit Card,Overnight,1,36.16,20.07,36.16,20,7.23,5.21,3.8,34.14,8.86,24.5,New Year,17.68,18,False,,4,6,2
ORD100228,2026-01-17,2026-01-19,2026-01-24,2026-01,Q1 2026,2026,True,False,CUST36577,Nicole Taylor,29,Other,Wholesale,East Ashley,Oregon,West,4.3,316,Toys,Action Figures,Switchable client-server support,SKU-7503-WFOE,Wood-Williams,Online,Credit Card,Standard,3,69.1,32.51,207.3,15,31.1,31.72,17.8,207.92,78.67,37.95,Summer Sale,33.79,15,False,,1,7,1
ORD100229,2025-01-05,2025-01-08,2025-01-16,2025-01,Q1 2025,2025,True,False,CUST85303,Terry Ward,49,Male,Returning,Hardinton,Arizona,North,4.5,251,Food,Gourmet,Streamlined fresh-thinking benchmark,SKU-8449-IKLY,"Gray, Matthews and Villanueva",Online,PayPal,Overnight,1,32.94,16.84,32.94,30,9.88,4.15,9.14,27.21,6.22,18.88,New Year,19.89,18,False,,5,11,1
ORD100230,2024-06-01,2024-06-04,2024-06-11,2024-06,Q2 2024,2024,True,False,CUST32911,David Kaufman,54,Other,Wholesale,New Richard,Minnesota,West,2.8,61,Books,Children,Pre-emptive mission-critical portal,SKU-0827-KOEG,"Campbell, Hernandez and Moore",Online,Credit Card,Express,4,59.48,24.37,237.92,5,11.9,40.68,34.91,266.7,128.54,54.03,Summer Sale,33.71,12,False,,1,10,1
